timestamp_iso,pc_host,device_name,ip,on,today_kwh,month_kwh,current_power_w,voltage_v,current_a,cloud_connected,rssi,ssid,device_time,firmware,model,alias,mac,today_kwh_delta,month_kwh_delta,power_avg_w_since_last
2026-05-16T19:39:07,SGN-00008,8632,192.168.6.132,True,0.122,38.142,1.5,119.2,0.09,True,-63,Trees-Guest,2026-05-16 19:39:21-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8632,6C:4C:BC:43:80:FB,0.0,0.0,0.0
2026-05-16T19:39:07,SGN-00008,8633,192.168.6.140,True,0.127,26.563,1.5,115.8,0.09,True,-56,Trees-Guest,2026-05-16 19:39:22-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8633,6C:4C:BC:43:69:D1,0.0,0.0,0.0
2026-05-16T19:49:27,SGN-00008,8431,192.168.6.194,True,0.19,42.207,14.8,116.0,0.27,True,-66,Trees-Guest,2026-05-16 19:49:33-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8431,A8:29:48:23:4C:9C,0.002,0.002,11.6
2026-05-16T19:49:27,SGN-00008,8432,192.168.6.133,True,0.081,33.857,1.5,117.8,0.2,True,-62,Trees-Guest,2026-05-16 19:49:34-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8432,A8:29:48:23:52:E1,0.0,0.0,0.0
2026-05-16T19:49:27,SGN-00008,8433,192.168.6.144,True,0.205,17.78,4.6,117.5,0.23,True,-58,Trees-Guest,2026-05-16 19:49:35-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8433,A8:29:48:23:54:40,0.001,0.001,5.8
2026-05-16T19:49:27,SGN-00008,8472,192.168.6.157,True,0.068,37.697,1.3,117.6,0.09,True,-53,Trees-Guest,2026-05-16 19:49:36-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8472,A8:29:48:23:52:1F,0.0,0.0,0.0
2026-05-16T19:49:27,SGN-00008,8475,192.168.6.61,True,0.079,44.519,1.3,117.8,0.09,True,-64,Trees-Guest,2026-05-16 19:49:38-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8475,A8:29:48:23:54:DC,0.001,0.001,5.8
2026-05-16T19:49:27,SGN-00008,8480,192.168.6.114,True,0.076,38.399,1.3,116.2,0.09,True,-65,Trees-Guest,2026-05-16 19:49:39-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8480,A8:29:48:23:5D:DC,0.0,0.0,0.0
2026-05-16T19:49:27,SGN-00008,8631,192.168.6.97,True,0.079,31.233,1.6,117.6,0.09,True,-55,Trees-Guest,2026-05-16 19:49:40-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8631,6C:4C:BC:43:69:C7,0.001,0.001,5.8
2026-05-16T19:49:27,SGN-00008,8632,192.168.6.132,True,0.123,38.143,1.5,117.6,0.09,True,-64,Trees-Guest,2026-05-16 19:49:41-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8632,6C:4C:BC:43:80:FB,0.001,0.001,5.8
